"","ExperimentName","Subject","Age","Group","Gender","SubTrial","StimulDS1.CRESP","StimulDS1.RESP","StimulDS1.RT","File","accuracy","correct_RT_2.5sd"
"1","dsc","10",26,1,"female",1,"m","m",1837,"right000",1,1837
"2","dsc","10",26,1,"female",2,"z","z",1175,"wrong000",1,1175
"3","dsc","10",26,1,"female",3,"z","z",1308,"wrong000",1,1308
"4","dsc","10",26,1,"female",4,"m","m",1051,"right000",1,1051
"5","dsc","10",26,1,"female",5,"m","z",956,"right000",0,956
"6","dsc","10",26,1,"female",6,"z","z",1689,"wrong000",1,1689
"7","dsc","10",26,1,"female",7,"m","m",993,"right000",1,993
"8","dsc","10",26,1,"female",8,"m","m",901,"right000",1,901
"9","dsc","10",26,1,"female",9,"m","m",1340,"right000",1,1340
"10","dsc","10",26,1,"female",10,"m","m",1186,"right000",1,1186
"11","dsc","10",26,1,"female",11,"z","z",1062,"wrong000",1,1062
"12","dsc","10",26,1,"female",12,"m","m",1007,"right000",1,1007
"13","dsc","10",26,1,"female",13,"z","z",1394,"wrong000",1,1394
"14","dsc","10",26,1,"female",14,"z","z",1270,"wrong000",1,1270
"15","dsc","10",26,1,"female",15,"z","z",1143,"wrong000",1,1143
"16","dsc","10",26,1,"female",16,"z","z",1013,"wrong000",1,1013
"17","dsc","10",26,1,"female",17,"z","z",976,"wrong000",1,976
"18","dsc","10",26,1,"female",18,"z","z",844,"wrong000",1,844
"19","dsc","10",26,1,"female",19,"m","m",1302,"right000",1,1302
"20","dsc","10",26,1,"female",20,"z","z",973,"wrong000",1,973
"21","dsc","10",26,1,"female",21,"z","z",970,"wrong000",1,970
"22","dsc","10",26,1,"female",22,"m","m",846,"right000",1,846
"23","dsc","10",26,1,"female",23,"m","m",952,"right000",1,952
"24","dsc","10",26,1,"female",24,"m","m",933,"right000",1,933
"25","dsc","10",26,1,"female",25,"z","z",794,"wrong000",1,794
"26","dsc","10",26,1,"female",26,"z","z",1142,"wrong000",1,1142
"27","dsc","10",26,1,"female",27,"z","z",1035,"wrong000",1,1035
"28","dsc","10",26,1,"female",28,"m","m",1285,"right000",1,1285
"29","dsc","10",26,1,"female",29,"m","z",925,"wrong000",0,925
"30","dsc","10",26,1,"female",30,"z","z",956,"wrong000",1,956
"31","dsc","10",26,1,"female",31,"m","m",1009,"right000",1,1009
"32","dsc","10",26,1,"female",32,"m","m",948,"right000",1,948
"33","dsc","10",26,1,"female",33,"m","m",897,"right000",1,897
"34","dsc","10",26,1,"female",34,"z","z",832,"wrong000",1,832
"35","dsc","10",26,1,"female",35,"z","z",770,"wrong000",1,770
"36","dsc","10",26,1,"female",36,"z","z",894,"wrong000",1,894
"37","dsc","10",26,1,"female",37,"m","z",910,"right000",0,910
"38","dsc","10",26,1,"female",38,"z","z",917,"wrong000",1,917
"39","dsc","10",26,1,"female",39,"m","m",1035,"right000",1,1035
"40","dsc","10",26,1,"female",40,"m","m",941,"right000",1,941
"41","dsc","10",26,1,"female",41,"z","z",1187,"wrong000",1,1187
"42","dsc","10",26,1,"female",42,"z","m",911,"wrong000",0,911
"43","dsc","10",26,1,"female",43,"m","m",1206,"right000",1,1206
"44","dsc","10",26,1,"female",44,"m","m",985,"right000",1,985
"45","dsc","10",26,1,"female",45,"z","z",757,"wrong000",1,757
"46","dsc","10",26,1,"female",46,"m","m",1050,"right000",1,1050
"47","dsc","10",26,1,"female",47,"m","m",1107,"right000",1,1107
"48","dsc","10",26,1,"female",48,"z","z",858,"wrong000",1,858
"49","dsc","10",26,1,"female",49,"m","m",1051,"right000",1,1051
"50","dsc","10",26,1,"female",50,"m","m",837,"right000",1,837
"51","dsc","10",26,1,"female",51,"z","z",1510,"wrong000",1,1510
"52","dsc","10",26,1,"female",52,"z","z",782,"wrong000",1,782
"53","dsc","10",26,1,"female",53,"z","z",873,"wrong000",1,873
"54","dsc","10",26,1,"female",54,"z","z",914,"wrong000",1,914
"55","dsc","10",26,1,"female",55,"m","m",1112,"right000",1,1112
"56","dsc","10",26,1,"female",56,"z","z",983,"wrong000",1,983
"57","dsc","10",26,1,"female",57,"z","z",915,"wrong000",1,915
"58","dsc","10",26,1,"female",58,"m","m",882,"right000",1,882
"59","dsc","10",26,1,"female",59,"m","m",905,"right000",1,905
"60","dsc","10",26,1,"female",60,"m","m",1008,"right000",1,1008
"61","dsc","10",26,1,"female",61,"m","m",956,"right000",1,956
"62","dsc","10",26,1,"female",62,"z","z",785,"wrong000",1,785
"63","dsc","10",26,1,"female",63,"m","m",780,"right000",1,780
"64","dsc","10",26,1,"female",64,"z","z",880,"wrong000",1,880
"65","dsc","10",26,1,"female",65,"m","m",817,"right000",1,817
"66","dsc","10",26,1,"female",66,"m","m",787,"right000",1,787
"67","dsc","10",26,1,"female",67,"m","m",799,"right000",1,799
"68","dsc","10",26,1,"female",68,"z","z",1458,"wrong000",1,1458
"69","dsc","10",26,1,"female",69,"z","z",923,"wrong000",1,923
"70","dsc","10",26,1,"female",70,"z","z",801,"wrong000",1,801
"71","dsc","10",26,1,"female",71,"z","z",829,"wrong000",1,829
"72","dsc","10",26,1,"female",72,"m","m",807,"right000",1,807
"73","dsc","10",26,1,"female",73,"m","m",738,"right000",1,738
"74","dsc","10",26,1,"female",74,"m","m",1064,"right000",1,1064
"75","dsc","10",26,1,"female",75,"z","z",784,"wrong000",1,784
"76","dsc","10",26,1,"female",76,"z","z",1012,"wrong000",1,1012
"77","dsc","10",26,1,"female",77,"m","m",823,"right000",1,823
"78","dsc","10",26,1,"female",78,"z","m",953,"wrong000",0,953
"79","dsc","10",26,1,"female",79,"m","m",879,"right000",1,879
"80","dsc","10",26,1,"female",80,"z","z",783,"wrong000",1,783
"81","dsc","10",26,1,"female",81,"z","z",771,"wrong000",1,771
"82","dsc","10",26,1,"female",82,"m","m",1127,"right000",1,1127
"83","dsc","10",26,1,"female",83,"m","m",1246,"right000",1,1246
"84","dsc","10",26,1,"female",84,"z","z",720,"wrong000",1,720
"85","dsc","10",26,1,"female",85,"z","z",758,"wrong000",1,758
"86","dsc","10",26,1,"female",86,"m","m",770,"right000",1,770
"87","dsc","10",26,1,"female",87,"m","m",918,"right000",1,918
"88","dsc","10",26,1,"female",88,"z","z",853,"wrong000",1,853
"89","dsc","10",26,1,"female",89,"m","m",958,"right000",1,958
"90","dsc","10",26,1,"female",90,"m","m",1067,"right000",1,1067
"91","dsc","11",26,1,"female",1,"m","m",1578,"right000",1,1578
"92","dsc","11",26,1,"female",2,"m","m",1783,"right000",1,1783
"93","dsc","11",26,1,"female",3,"z","z",1747,"wrong000",1,1747
"94","dsc","11",26,1,"female",4,"m","m",1432,"right000",1,1432
"95","dsc","11",26,1,"female",5,"m","m",970,"right000",1,970
"96","dsc","11",26,1,"female",6,"z","z",1303,"wrong000",1,1303
"97","dsc","11",26,1,"female",7,"m","z",1582,"right000",0,1582
"98","dsc","11",26,1,"female",8,"z","z",1530,"wrong000",1,1530
"99","dsc","11",26,1,"female",9,"m","m",976,"right000",1,976
"100","dsc","11",26,1,"female",10,"m","m",804,"right000",1,804
"101","dsc","11",26,1,"female",11,"z","z",999,"wrong000",1,999
"102","dsc","11",26,1,"female",12,"m","m",2426,"right000",1,2426
"103","dsc","11",26,1,"female",13,"z","z",1357,"wrong000",1,1357
"104","dsc","11",26,1,"female",14,"m","m",939,"right000",1,939
"105","dsc","11",26,1,"female",15,"z","z",1056,"wrong000",1,1056
"106","dsc","11",26,1,"female",16,"m","m",642,"right000",1,642
"107","dsc","11",26,1,"female",17,"m","m",835,"right000",1,835
"108","dsc","11",26,1,"female",18,"m","m",933,"right000",1,933
"109","dsc","11",26,1,"female",19,"z","z",1811,"wrong000",1,1811
"110","dsc","11",26,1,"female",20,"z","z",854,"wrong000",1,854
"111","dsc","11",26,1,"female",21,"m","m",775,"right000",1,775
"112","dsc","11",26,1,"female",22,"z","z",1084,"wrong000",1,1084
"113","dsc","11",26,1,"female",23,"m","m",924,"right000",1,924
"114","dsc","11",26,1,"female",24,"z","z",658,"wrong000",1,658
"115","dsc","11",26,1,"female",25,"m","m",763,"right000",1,763
"116","dsc","11",26,1,"female",26,"m","m",1344,"right000",1,1344
"117","dsc","11",26,1,"female",27,"m","m",542,"right000",1,542
"118","dsc","11",26,1,"female",28,"z","z",1092,"wrong000",1,1092
"119","dsc","11",26,1,"female",29,"m","m",756,"right000",1,756
"120","dsc","11",26,1,"female",30,"m","m",833,"right000",1,833
"121","dsc","11",26,1,"female",31,"m","m",785,"right000",1,785
"122","dsc","11",26,1,"female",32,"m","m",1173,"right000",1,1173
"123","dsc","11",26,1,"female",33,"m","m",794,"right000",1,794
"124","dsc","11",26,1,"female",34,"z","z",845,"wrong000",1,845
"125","dsc","11",26,1,"female",35,"z","z",1255,"wrong000",1,1255
"126","dsc","11",26,1,"female",36,"m","m",680,"right000",1,680
"127","dsc","11",26,1,"female",37,"z","z",1560,"wrong000",1,1560
"128","dsc","11",26,1,"female",38,"z","m",1221,"wrong000",0,1221
"129","dsc","11",26,1,"female",39,"z","z",1456,"wrong000",1,1456
"130","dsc","11",26,1,"female",40,"z","z",2409,"wrong000",1,2409
"131","dsc","11",26,1,"female",41,"z","z",1405,"wrong000",1,1405
"132","dsc","11",26,1,"female",42,"z","z",1320,"wrong000",1,1320
"133","dsc","11",26,1,"female",43,"m","m",663,"right000",1,663
"134","dsc","11",26,1,"female",44,"z","z",840,"wrong000",1,840
"135","dsc","11",26,1,"female",45,"z","z",1041,"wrong000",1,1041
"136","dsc","11",26,1,"female",46,"z","z",1307,"wrong000",1,1307
"137","dsc","11",26,1,"female",47,"z","z",827,"wrong000",1,827
"138","dsc","11",26,1,"female",48,"z","z",893,"wrong000",1,893
"139","dsc","11",26,1,"female",49,"m","m",861,"right000",1,861
"140","dsc","11",26,1,"female",50,"m","m",766,"right000",1,766
"141","dsc","11",26,1,"female",51,"z","z",1034,"wrong000",1,1034
"142","dsc","11",26,1,"female",52,"m","m",900,"right000",1,900
"143","dsc","11",26,1,"female",53,"m","m",971,"right000",1,971
"144","dsc","11",26,1,"female",54,"m","m",584,"right000",1,584
"145","dsc","11",26,1,"female",55,"z","z",747,"wrong000",1,747
"146","dsc","11",26,1,"female",56,"z","z",1536,"wrong000",1,1536
"147","dsc","11",26,1,"female",57,"m","m",870,"right000",1,870
"148","dsc","11",26,1,"female",58,"z","z",1119,"wrong000",1,1119
"149","dsc","11",26,1,"female",59,"m","m",773,"wrong000",1,773
"150","dsc","11",26,1,"female",60,"z","z",1634,"wrong000",1,1634
"151","dsc","11",26,1,"female",61,"m","m",884,"right000",1,884
"152","dsc","11",26,1,"female",62,"z","z",1156,"wrong000",1,1156
"153","dsc","11",26,1,"female",63,"z","z",784,"wrong000",1,784
"154","dsc","11",26,1,"female",64,"m","m",667,"right000",1,667
"155","dsc","11",26,1,"female",65,"m","m",788,"right000",1,788
"156","dsc","11",26,1,"female",66,"z","m",976,"wrong000",0,976
"157","dsc","11",26,1,"female",67,"z","z",2516,"wrong000",1,NA
"158","dsc","11",26,1,"female",68,"m","m",819,"right000",1,819
"159","dsc","11",26,1,"female",69,"m","m",1085,"right000",1,1085
"160","dsc","11",26,1,"female",70,"z","m",709,"wrong000",0,709
"161","dsc","11",26,1,"female",71,"z","m",820,"wrong000",0,820
"162","dsc","11",26,1,"female",72,"z","m",815,"wrong000",0,815
"163","dsc","11",26,1,"female",73,"z","z",1481,"wrong000",1,1481
"164","dsc","11",26,1,"female",74,"m","m",1185,"right000",1,1185
"165","dsc","11",26,1,"female",75,"m","m",797,"right000",1,797
"166","dsc","11",26,1,"female",76,"m","m",1072,"right000",1,1072
"167","dsc","11",26,1,"female",77,"z","z",1953,"wrong000",1,1953
"168","dsc","11",26,1,"female",78,"m","m",2486,"right000",1,NA
"169","dsc","11",26,1,"female",79,"m","m",814,"right000",1,814
"170","dsc","11",26,1,"female",80,"m","m",761,"right000",1,761
"171","dsc","11",26,1,"female",81,"z","z",1086,"wrong000",1,1086
"172","dsc","11",26,1,"female",82,"m","m",1030,"right000",1,1030
"173","dsc","11",26,1,"female",83,"z","z",1248,"wrong000",1,1248
"174","dsc","11",26,1,"female",84,"m","m",713,"right000",1,713
"175","dsc","11",26,1,"female",85,"z","z",808,"wrong000",1,808
"176","dsc","11",26,1,"female",86,"z","z",1411,"wrong000",1,1411
"177","dsc","11",26,1,"female",87,"m","m",679,"right000",1,679
"178","dsc","11",26,1,"female",88,"m","m",1007,"right000",1,1007
"179","dsc","11",26,1,"female",89,"z","z",570,"wrong000",1,570
"180","dsc","11",26,1,"female",90,"z","z",935,"wrong000",1,935
"181","dsc","12",27,1,"female",1,"z","m",1774,"wrong000",0,1774
"182","dsc","12",27,1,"female",2,"m","m",2243,"right000",1,2243
"183","dsc","12",27,1,"female",3,"m","m",1581,"right000",1,1581
"184","dsc","12",27,1,"female",4,"z","z",785,"wrong000",1,785
"185","dsc","12",27,1,"female",5,"z","z",837,"wrong000",1,837
"186","dsc","12",27,1,"female",6,"z","z",679,"wrong000",1,679
"187","dsc","12",27,1,"female",7,"z","m",743,"wrong000",0,743
"188","dsc","12",27,1,"female",8,"z","m",1485,"wrong000",0,1485
"189","dsc","12",27,1,"female",9,"z","z",1517,"wrong000",1,1517
"190","dsc","12",27,1,"female",10,"z","z",763,"wrong000",1,763
"191","dsc","12",27,1,"female",11,"m","m",872,"right000",1,872
"192","dsc","12",27,1,"female",12,"m","m",1257,"right000",1,1257
"193","dsc","12",27,1,"female",13,"m","m",898,"right000",1,898
"194","dsc","12",27,1,"female",14,"m","m",801,"right000",1,801
"195","dsc","12",27,1,"female",15,"m","m",724,"right000",1,724
"196","dsc","12",27,1,"female",16,"m","m",682,"right000",1,682
"197","dsc","12",27,1,"female",17,"m","m",770,"right000",1,770
"198","dsc","12",27,1,"female",18,"z","z",958,"wrong000",1,958
"199","dsc","12",27,1,"female",19,"z","z",1036,"wrong000",1,1036
"200","dsc","12",27,1,"female",20,"z","z",589,"wrong000",1,589
"201","dsc","12",27,1,"female",21,"z","z",753,"wrong000",1,753
"202","dsc","12",27,1,"female",22,"z","z",950,"wrong000",1,950
"203","dsc","12",27,1,"female",23,"z","z",771,"wrong000",1,771
"204","dsc","12",27,1,"female",24,"m","m",752,"right000",1,752
"205","dsc","12",27,1,"female",25,"z","z",829,"wrong000",1,829
"206","dsc","12",27,1,"female",26,"m","z",727,"right000",0,727
"207","dsc","12",27,1,"female",27,"m","m",1309,"right000",1,1309
"208","dsc","12",27,1,"female",28,"m","m",965,"right000",1,965
"209","dsc","12",27,1,"female",29,"m","m",785,"right000",1,785
"210","dsc","12",27,1,"female",30,"m","m",773,"right000",1,773
"211","dsc","12",27,1,"female",31,"m","z",689,"wrong000",0,689
"212","dsc","12",27,1,"female",32,"m","m",913,"right000",1,913
"213","dsc","12",27,1,"female",33,"z","m",880,"wrong000",0,880
"214","dsc","12",27,1,"female",34,"m","m",832,"right000",1,832
"215","dsc","12",27,1,"female",35,"z","z",1466,"wrong000",1,1466
"216","dsc","12",27,1,"female",36,"m","m",787,"right000",1,787
"217","dsc","12",27,1,"female",37,"z","z",958,"wrong000",1,958
"218","dsc","12",27,1,"female",38,"z","z",675,"wrong000",1,675
"219","dsc","12",27,1,"female",39,"z","z",1068,"wrong000",1,1068
"220","dsc","12",27,1,"female",40,"z","z",756,"wrong000",1,756
"221","dsc","12",27,1,"female",41,"m","m",769,"right000",1,769
"222","dsc","12",27,1,"female",42,"z","z",654,"wrong000",1,654
"223","dsc","12",27,1,"female",43,"m","m",855,"right000",1,855
"224","dsc","12",27,1,"female",44,"z","z",816,"wrong000",1,816
"225","dsc","12",27,1,"female",45,"m","m",930,"right000",1,930
"226","dsc","12",27,1,"female",46,"z","z",1392,"wrong000",1,1392
"227","dsc","12",27,1,"female",47,"m","m",1108,"right000",1,1108
"228","dsc","12",27,1,"female",48,"m","m",1475,"right000",1,1475
"229","dsc","12",27,1,"female",49,"m","m",1212,"right000",1,1212
"230","dsc","12",27,1,"female",50,"m","m",855,"right000",1,855
"231","dsc","12",27,1,"female",51,"m","m",592,"right000",1,592
"232","dsc","12",27,1,"female",52,"z","z",652,"wrong000",1,652
"233","dsc","12",27,1,"female",53,"m","m",629,"right000",1,629
"234","dsc","12",27,1,"female",54,"m","m",1015,"right000",1,1015
"235","dsc","12",27,1,"female",55,"z","z",809,"wrong000",1,809
"236","dsc","12",27,1,"female",56,"z","m",1124,"wrong000",0,1124
"237","dsc","12",27,1,"female",57,"z","z",1443,"wrong000",1,1443
"238","dsc","12",27,1,"female",58,"m","m",821,"right000",1,821
"239","dsc","12",27,1,"female",59,"z","z",1647,"wrong000",1,1647
"240","dsc","12",27,1,"female",60,"z","z",873,"wrong000",1,873
"241","dsc","12",27,1,"female",61,"z","z",745,"wrong000",1,745
"242","dsc","12",27,1,"female",62,"m","m",695,"right000",1,695
"243","dsc","12",27,1,"female",63,"z","z",1062,"wrong000",1,1062
"244","dsc","12",27,1,"female",64,"z","z",703,"wrong000",1,703
"245","dsc","12",27,1,"female",65,"z","z",783,"wrong000",1,783
"246","dsc","12",27,1,"female",66,"z","z",850,"wrong000",1,850
"247","dsc","12",27,1,"female",67,"z","z",707,"wrong000",1,707
"248","dsc","12",27,1,"female",68,"z","z",1114,"wrong000",1,1114
"249","dsc","12",27,1,"female",69,"m","z",841,"right000",0,841
"250","dsc","12",27,1,"female",70,"z","z",787,"wrong000",1,787
"251","dsc","12",27,1,"female",71,"m","m",750,"right000",1,750
"252","dsc","12",27,1,"female",72,"m","m",835,"right000",1,835
"253","dsc","12",27,1,"female",73,"z","z",669,"wrong000",1,669
"254","dsc","12",27,1,"female",74,"z","z",925,"wrong000",1,925
"255","dsc","12",27,1,"female",75,"m","m",884,"right000",1,884
"256","dsc","12",27,1,"female",76,"z","z",908,"wrong000",1,908
"257","dsc","12",27,1,"female",77,"m","m",907,"right000",1,907
"258","dsc","12",27,1,"female",78,"m","m",1082,"right000",1,1082
"259","dsc","12",27,1,"female",79,"z","z",746,"wrong000",1,746
"260","dsc","12",27,1,"female",80,"m","m",887,"right000",1,887
"261","dsc","12",27,1,"female",81,"m","m",751,"right000",1,751
"262","dsc","12",27,1,"female",82,"z","z",668,"wrong000",1,668
"263","dsc","12",27,1,"female",83,"m","z",668,"right000",0,668
"264","dsc","12",27,1,"female",84,"m","m",565,"right000",1,565
"265","dsc","12",27,1,"female",85,"z","z",1233,"wrong000",1,1233
"266","dsc","12",27,1,"female",86,"m","m",1251,"right000",1,1251
"267","dsc","12",27,1,"female",87,"m","m",1116,"right000",1,1116
"268","dsc","12",27,1,"female",88,"m","m",859,"right000",1,859
"269","dsc","12",27,1,"female",89,"m","m",716,"right000",1,716
"270","dsc","12",27,1,"female",90,"m","m",634,"right000",1,634
"271","dsc","13",24,1,"female",1,"z","z",2515,"wrong000",1,NA
"272","dsc","13",24,1,"female",2,"m","m",1546,"right000",1,1546
"273","dsc","13",24,1,"female",3,"z","z",1464,"wrong000",1,1464
"274","dsc","13",24,1,"female",4,"z","z",1192,"wrong000",1,1192
"275","dsc","13",24,1,"female",5,"m","m",1100,"right000",1,1100
"276","dsc","13",24,1,"female",6,"z","z",2123,"wrong000",1,2123
"277","dsc","13",24,1,"female",7,"m","m",1034,"right000",1,1034
"278","dsc","13",24,1,"female",8,"m","m",628,"right000",1,628
"279","dsc","13",24,1,"female",9,"m","m",1126,"right000",1,1126
"280","dsc","13",24,1,"female",10,"z","z",1029,"wrong000",1,1029
"281","dsc","13",24,1,"female",11,"m","m",1247,"right000",1,1247
"282","dsc","13",24,1,"female",12,"m","m",1665,"right000",1,1665
"283","dsc","13",24,1,"female",13,"z","z",1305,"wrong000",1,1305
"284","dsc","13",24,1,"female",14,"m","m",1000,"right000",1,1000
"285","dsc","13",24,1,"female",15,"z","z",1028,"wrong000",1,1028
"286","dsc","13",24,1,"female",16,"m","m",1414,"right000",1,1414
"287","dsc","13",24,1,"female",17,"z","z",2001,"wrong000",1,2001
"288","dsc","13",24,1,"female",18,"m","m",940,"right000",1,940
"289","dsc","13",24,1,"female",19,"m","m",842,"right000",1,842
"290","dsc","13",24,1,"female",20,"m","m",844,"right000",1,844
"291","dsc","13",24,1,"female",21,"z","z",757,"wrong000",1,757
"292","dsc","13",24,1,"female",22,"z","z",1538,"wrong000",1,1538
"293","dsc","13",24,1,"female",23,"m","z",1144,"wrong000",0,1144
"294","dsc","13",24,1,"female",24,"m","m",1262,"right000",1,1262
"295","dsc","13",24,1,"female",25,"m","m",1215,"right000",1,1215
"296","dsc","13",24,1,"female",26,"m","m",978,"right000",1,978
"297","dsc","13",24,1,"female",27,"z","z",1638,"wrong000",1,1638
"298","dsc","13",24,1,"female",28,"m","m",856,"right000",1,856
"299","dsc","13",24,1,"female",29,"m","m",1081,"right000",1,1081
"300","dsc","13",24,1,"female",30,"z","z",1049,"wrong000",1,1049
"301","dsc","13",24,1,"female",31,"m","m",770,"right000",1,770
"302","dsc","13",24,1,"female",32,"z","z",855,"wrong000",1,855
"303","dsc","13",24,1,"female",33,"z","z",1392,"wrong000",1,1392
"304","dsc","13",24,1,"female",34,"m","m",1387,"right000",1,1387
"305","dsc","13",24,1,"female",35,"m","m",1295,"right000",1,1295
"306","dsc","13",24,1,"female",36,"z","z",1134,"wrong000",1,1134
"307","dsc","13",24,1,"female",37,"z","z",1532,"wrong000",1,1532
"308","dsc","13",24,1,"female",38,"m","m",1002,"right000",1,1002
"309","dsc","13",24,1,"female",39,"z","z",917,"wrong000",1,917
"310","dsc","13",24,1,"female",40,"m","m",956,"right000",1,956
"311","dsc","13",24,1,"female",41,"z","z",1593,"wrong000",1,1593
"312","dsc","13",24,1,"female",42,"m","m",933,"right000",1,933
"313","dsc","13",24,1,"female",43,"m","m",803,"right000",1,803
"314","dsc","13",24,1,"female",44,"m","m",966,"right000",1,966
"315","dsc","13",24,1,"female",45,"z","z",946,"wrong000",1,946
"316","dsc","13",24,1,"female",46,"m","m",1168,"right000",1,1168
"317","dsc","13",24,1,"female",47,"z","z",1205,"wrong000",1,1205
"318","dsc","13",24,1,"female",48,"m","m",856,"right000",1,856
"319","dsc","13",24,1,"female",49,"z","z",1049,"wrong000",1,1049
"320","dsc","13",24,1,"female",50,"z","z",1010,"wrong000",1,1010
"321","dsc","13",24,1,"female",51,"z","z",965,"wrong000",1,965
"322","dsc","13",24,1,"female",52,"m","m",922,"right000",1,922
"323","dsc","13",24,1,"female",53,"z","z",1032,"wrong000",1,1032
"324","dsc","13",24,1,"female",54,"z","z",954,"wrong000",1,954
"325","dsc","13",24,1,"female",55,"m","m",983,"right000",1,983
"326","dsc","13",24,1,"female",56,"z","z",1075,"wrong000",1,1075
"327","dsc","13",24,1,"female",57,"z","z",1827,"wrong000",1,1827
"328","dsc","13",24,1,"female",58,"z","z",1302,"wrong000",1,1302
"329","dsc","13",24,1,"female",59,"z","z",1229,"wrong000",1,1229
"330","dsc","13",24,1,"female",60,"m","m",1472,"right000",1,1472
"331","dsc","13",24,1,"female",61,"m","m",1040,"right000",1,1040
"332","dsc","13",24,1,"female",62,"m","m",762,"right000",1,762
"333","dsc","13",24,1,"female",63,"z","z",695,"wrong000",1,695
"334","dsc","13",24,1,"female",64,"m","m",807,"right000",1,807
"335","dsc","13",24,1,"female",65,"m","m",1058,"right000",1,1058
"336","dsc","13",24,1,"female",66,"m","m",923,"right000",1,923
"337","dsc","13",24,1,"female",67,"z","z",937,"wrong000",1,937
"338","dsc","13",24,1,"female",68,"z","m",1311,"wrong000",0,1311
"339","dsc","13",24,1,"female",69,"m","m",1318,"right000",1,1318
"340","dsc","13",24,1,"female",70,"m","m",949,"right000",1,949
"341","dsc","13",24,1,"female",71,"z","z",1346,"wrong000",1,1346
"342","dsc","13",24,1,"female",72,"z","z",1224,"wrong000",1,1224
"343","dsc","13",24,1,"female",73,"m","m",1194,"right000",1,1194
"344","dsc","13",24,1,"female",74,"z","z",1206,"wrong000",1,1206
"345","dsc","13",24,1,"female",75,"m","m",1114,"right000",1,1114
"346","dsc","13",24,1,"female",76,"m","m",904,"right000",1,904
"347","dsc","13",24,1,"female",77,"z","z",1215,"wrong000",1,1215
"348","dsc","13",24,1,"female",78,"z","z",1138,"wrong000",1,1138
"349","dsc","13",24,1,"female",79,"z","z",1375,"wrong000",1,1375
"350","dsc","13",24,1,"female",80,"z","z",724,"wrong000",1,724
"351","dsc","13",24,1,"female",81,"z","z",754,"wrong000",1,754
"352","dsc","13",24,1,"female",82,"m","m",887,"right000",1,887
"353","dsc","13",24,1,"female",83,"z","z",735,"wrong000",1,735
"354","dsc","13",24,1,"female",84,"z","z",589,"wrong000",1,589
"355","dsc","13",24,1,"female",85,"m","m",1009,"right000",1,1009
"356","dsc","13",24,1,"female",86,"m","m",804,"right000",1,804
"357","dsc","13",24,1,"female",87,"m","m",1151,"right000",1,1151
"358","dsc","13",24,1,"female",88,"z","z",844,"wrong000",1,844
"359","dsc","13",24,1,"female",89,"z","z",1694,"wrong000",1,1694
"360","dsc","13",24,1,"female",90,"m","m",958,"right000",1,958
"361","dsc","14",24,1,"female",1,"z","z",1272,"wrong000",1,1272
"362","dsc","14",24,1,"female",2,"z","z",1736,"wrong000",1,1736
"363","dsc","14",24,1,"female",3,"z","z",1318,"wrong000",1,1318
"364","dsc","14",24,1,"female",4,"z","z",949,"wrong000",1,949
"365","dsc","14",24,1,"female",5,"m","m",1178,"right000",1,1178
"366","dsc","14",24,1,"female",6,"m","m",1519,"right000",1,1519
"367","dsc","14",24,1,"female",7,"z","z",1157,"wrong000",1,1157
"368","dsc","14",24,1,"female",8,"m","m",1626,"right000",1,1626
"369","dsc","14",24,1,"female",9,"m","m",1669,"right000",1,1669
"370","dsc","14",24,1,"female",10,"z","z",1518,"wrong000",1,1518
"371","dsc","14",24,1,"female",11,"m","m",1204,"right000",1,1204
"372","dsc","14",24,1,"female",12,"z","z",1440,"wrong000",1,1440
"373","dsc","14",24,1,"female",13,"z","z",1250,"wrong000",1,1250
"374","dsc","14",24,1,"female",14,"z","z",1219,"wrong000",1,1219
"375","dsc","14",24,1,"female",15,"z","z",1413,"wrong000",1,1413
"376","dsc","14",24,1,"female",16,"z","z",1057,"wrong000",1,1057
"377","dsc","14",24,1,"female",17,"z","z",1210,"wrong000",1,1210
"378","dsc","14",24,1,"female",18,"z","z",861,"wrong000",1,861
"379","dsc","14",24,1,"female",19,"z","z",1310,"wrong000",1,1310
"380","dsc","14",24,1,"female",20,"z","z",1181,"wrong000",1,1181
"381","dsc","14",24,1,"female",21,"z","z",928,"wrong000",1,928
"382","dsc","14",24,1,"female",22,"m","m",1430,"right000",1,1430
"383","dsc","14",24,1,"female",23,"m","m",1360,"right000",1,1360
"384","dsc","14",24,1,"female",24,"z","z",1262,"wrong000",1,1262
"385","dsc","14",24,1,"female",25,"m","m",1303,"right000",1,1303
"386","dsc","14",24,1,"female",26,"z","z",1503,"wrong000",1,1503
"387","dsc","14",24,1,"female",27,"m","m",1197,"right000",1,1197
"388","dsc","14",24,1,"female",28,"z","z",1081,"wrong000",1,1081
"389","dsc","14",24,1,"female",29,"m","m",1272,"right000",1,1272
"390","dsc","14",24,1,"female",30,"m","m",1449,"right000",1,1449
"391","dsc","14",24,1,"female",31,"z","z",1914,"wrong000",1,1914
"392","dsc","14",24,1,"female",32,"m","m",1537,"right000",1,1537
"393","dsc","14",24,1,"female",33,"z","z",2087,"wrong000",1,2087
"394","dsc","14",24,1,"female",34,"m","m",855,"right000",1,855
"395","dsc","14",24,1,"female",35,"z","z",992,"wrong000",1,992
"396","dsc","14",24,1,"female",36,"m","m",860,"right000",1,860
"397","dsc","14",24,1,"female",37,"m","m",973,"right000",1,973
"398","dsc","14",24,1,"female",38,"z","z",1185,"wrong000",1,1185
