"","ExperimentName","Subject","Age","Group","Gender","SubTrial","StimulDS1.CRESP","StimulDS1.RESP","StimulDS1.RT","File","accuracy","correct_RT_2.5sd"
"852","dsc","20",31,1,"male",42,"z","z",1022,"wrong000",1,1022
"853","dsc","20",31,1,"male",43,"z","z",1008,"wrong000",1,1008
"854","dsc","20",31,1,"male",44,"z","z",1044,"wrong000",1,1044
"855","dsc","20",31,1,"male",45,"z","z",909,"wrong000",1,909
"856","dsc","20",31,1,"male",46,"z","z",853,"wrong000",1,853
"857","dsc","20",31,1,"male",47,"m","m",830,"right000",1,830
"858","dsc","20",31,1,"male",48,"m","m",959,"right000",1,959
"859","dsc","20",31,1,"male",49,"m","m",740,"right000",1,740
"860","dsc","20",31,1,"male",50,"m","m",762,"right000",1,762
"861","dsc","20",31,1,"male",51,"m","m",1143,"right000",1,1143
"862","dsc","20",31,1,"male",52,"m","m",1309,"right000",1,1309
"863","dsc","20",31,1,"male",53,"m","m",836,"right000",1,836
"864","dsc","20",31,1,"male",54,"z","z",878,"wrong000",1,878
"865","dsc","20",31,1,"male",55,"z","m",790,"wrong000",0,790
"866","dsc","20",31,1,"male",56,"z","z",1978,"wrong000",1,1978
"867","dsc","20",31,1,"male",57,"m","m",959,"right000",1,959
"868","dsc","20",31,1,"male",58,"z","z",860,"wrong000",1,860
"869","dsc","20",31,1,"male",59,"m","m",829,"right000",1,829
"870","dsc","20",31,1,"male",60,"z","z",1016,"wrong000",1,1016
"871","dsc","20",31,1,"male",61,"m","m",858,"right000",1,858
"872","dsc","20",31,1,"male",62,"z","z",723,"wrong000",1,723
"873","dsc","20",31,1,"male",63,"z","z",938,"wrong000",1,938
"874","dsc","20",31,1,"male",64,"z","z",1399,"wrong000",1,1399
"875","dsc","20",31,1,"male",65,"z","z",819,"wrong000",1,819
"876","dsc","20",31,1,"male",66,"z","z",1197,"wrong000",1,1197
"877","dsc","20",31,1,"male",67,"z","z",1464,"wrong000",1,1464
"878","dsc","20",31,1,"male",68,"m","m",681,"right000",1,681
"879","dsc","20",31,1,"male",69,"z","z",872,"wrong000",1,872
"880","dsc","20",31,1,"male",70,"z","z",897,"wrong000",1,897
"881","dsc","20",31,1,"male",71,"z","z",1240,"wrong000",1,1240
"882","dsc","20",31,1,"male",72,"m","m",1130,"right000",1,1130
"883","dsc","20",31,1,"male",73,"z","z",824,"wrong000",1,824
"884","dsc","20",31,1,"male",74,"z","z",1059,"wrong000",1,1059
"885","dsc","20",31,1,"male",75,"m","m",868,"right000",1,868
"886","dsc","20",31,1,"male",76,"z","z",788,"wrong000",1,788
"887","dsc","20",31,1,"male",77,"m","m",1312,"right000",1,1312
"888","dsc","20",31,1,"male",78,"m","m",983,"right000",1,983
"889","dsc","20",31,1,"male",79,"z","z",723,"wrong000",1,723
"890","dsc","20",31,1,"male",80,"m","m",882,"right000",1,882
"891","dsc","20",31,1,"male",81,"z","z",1209,"wrong000",1,1209
"892","dsc","20",31,1,"male",82,"z","z",1172,"wrong000",1,1172
"893","dsc","20",31,1,"male",83,"z","z",865,"wrong000",1,865
"894","dsc","20",31,1,"male",84,"z","z",1009,"wrong000",1,1009
"895","dsc","20",31,1,"male",85,"z","z",917,"wrong000",1,917
"896","dsc","20",31,1,"male",86,"m","m",1139,"right000",1,1139
"897","dsc","20",31,1,"male",87,"z","z",857,"wrong000",1,857
"898","dsc","20",31,1,"male",88,"z","z",1170,"wrong000",1,1170
"899","dsc","20",31,1,"male",89,"z","z",1342,"wrong000",1,1342
"900","dsc","20",31,1,"male",90,"m","m",788,"right000",1,788
"901","dsc","21",22,1,"female",1,"z","z",1609,"wrong000",1,1609
"902","dsc","21",22,1,"female",2,"m","m",1373,"right000",1,1373
"903","dsc","21",22,1,"female",3,"z","z",2025,"wrong000",1,2025
"904","dsc","21",22,1,"female",4,"m","m",1516,"right000",1,1516
"905","dsc","21",22,1,"female",5,"z","z",1483,"wrong000",1,1483
"906","dsc","21",22,1,"female",6,"z","z",1651,"wrong000",1,1651
"907","dsc","21",22,1,"female",7,"m","m",1363,"right000",1,1363
"908","dsc","21",22,1,"female",8,"m","m",1615,"right000",1,1615
"909","dsc","21",22,1,"female",9,"z","z",1450,"wrong000",1,1450
"910","dsc","21",22,1,"female",10,"z","z",1595,"wrong000",1,1595
"911","dsc","21",22,1,"female",11,"z","z",1599,"wrong000",1,1599
"912","dsc","21",22,1,"female",12,"m","m",1291,"right000",1,1291
"913","dsc","21",22,1,"female",13,"z","z",2211,"wrong000",1,2211
"914","dsc","21",22,1,"female",14,"m","m",1294,"right000",1,1294
"915","dsc","21",22,1,"female",15,"z","z",1606,"wrong000",1,1606
"916","dsc","21",22,1,"female",16,"z","z",1609,"wrong000",1,1609
"917","dsc","21",22,1,"female",17,"m","m",1221,"right000",1,1221
"918","dsc","21",22,1,"female",18,"m","m",1375,"right000",1,1375
"919","dsc","21",22,1,"female",19,"m","z",1428,"right000",0,1428
"920","dsc","21",22,1,"female",20,"z","z",1350,"wrong000",1,1350
"921","dsc","21",22,1,"female",21,"m","m",1300,"right000",1,1300
"922","dsc","21",22,1,"female",22,"m","m",987,"right000",1,987
"923","dsc","21",22,1,"female",23,"m","m",1111,"right000",1,1111
"924","dsc","21",22,1,"female",24,"m","m",1566,"right000",1,1566
"925","dsc","21",22,1,"female",25,"z","z",1162,"wrong000",1,1162
"926","dsc","21",22,1,"female",26,"m","m",1280,"right000",1,1280
"927","dsc","21",22,1,"female",27,"m","z",1264,"wrong000",0,1264
"928","dsc","21",22,1,"female",28,"z","z",1913,"wrong000",1,1913
"929","dsc","21",22,1,"female",29,"m","m",1792,"right000",1,1792
"930","dsc","21",22,1,"female",30,"z","z",1252,"wrong000",1,1252
"931","dsc","21",22,1,"female",31,"z","z",1333,"wrong000",1,1333
"932","dsc","21",22,1,"female",32,"m","m",1427,"right000",1,1427
"933","dsc","21",22,1,"female",33,"z","z",1454,"wrong000",1,1454
"934","dsc","21",22,1,"female",34,"z","z",1559,"wrong000",1,1559
"935","dsc","21",22,1,"female",35,"z","z",1445,"wrong000",1,1445
"936","dsc","21",22,1,"female",36,"z","z",1558,"wrong000",1,1558
"937","dsc","21",22,1,"female",37,"z","z",1204,"wrong000",1,1204
"938","dsc","21",22,1,"female",38,"m","m",1015,"right000",1,1015
"939","dsc","21",22,1,"female",39,"z","z",1265,"wrong000",1,1265
"940","dsc","21",22,1,"female",40,"m","m",1442,"right000",1,1442
"941","dsc","21",22,1,"female",41,"z","z",1523,"wrong000",1,1523
"942","dsc","21",22,1,"female",42,"z","z",978,"wrong000",1,978
"943","dsc","21",22,1,"female",43,"m","m",990,"right000",1,990
"944","dsc","21",22,1,"female",44,"z","z",1370,"wrong000",1,1370
"945","dsc","21",22,1,"female",45,"m","m",1350,"right000",1,1350
"946","dsc","21",22,1,"female",46,"z","z",860,"wrong000",1,860
"947","dsc","21",22,1,"female",47,"z","z",1501,"wrong000",1,1501
"948","dsc","21",22,1,"female",48,"m","m",972,"right000",1,972
"949","dsc","21",22,1,"female",49,"m","m",1137,"right000",1,1137
"950","dsc","21",22,1,"female",50,"m","z",1094,"right000",0,1094
"951","dsc","21",22,1,"female",51,"m","m",2102,"right000",1,2102
"952","dsc","21",22,1,"female",52,"z","z",1670,"wrong000",1,1670
"953","dsc","21",22,1,"female",53,"m","m",1270,"right000",1,1270
"954","dsc","21",22,1,"female",54,"z","z",1711,"wrong000",1,1711
"955","dsc","21",22,1,"female",55,"m","m",1702,"right000",1,1702
"956","dsc","21",22,1,"female",56,"m","m",1086,"right000",1,1086
"957","dsc","21",22,1,"female",57,"z","z",1117,"wrong000",1,1117
"958","dsc","21",22,1,"female",58,"m","m",1364,"right000",1,1364
"959","dsc","21",22,1,"female",59,"m","z",1377,"right000",0,1377
"960","dsc","21",22,1,"female",60,"z","z",1333,"wrong000",1,1333
"961","dsc","21",22,1,"female",61,"z","z",1451,"wrong000",1,1451
"962","dsc","21",22,1,"female",62,"m","m",1324,"right000",1,1324
"963","dsc","21",22,1,"female",63,"z","z",1299,"wrong000",1,1299
"964","dsc","21",22,1,"female",64,"m","m",1154,"right000",1,1154
"965","dsc","21",22,1,"female",65,"m","m",1247,"right000",1,1247
"966","dsc","21",22,1,"female",66,"m","m",1129,"right000",1,1129
"967","dsc","21",22,1,"female",67,"z","z",1391,"wrong000",1,1391
"968","dsc","21",22,1,"female",68,"z","z",1083,"wrong000",1,1083
"969","dsc","21",22,1,"female",69,"m","m",947,"right000",1,947
"970","dsc","21",22,1,"female",70,"m","m",952,"right000",1,952
"971","dsc","21",22,1,"female",71,"z","z",1613,"wrong000",1,1613
"972","dsc","21",22,1,"female",72,"m","m",888,"right000",1,888
"973","dsc","21",22,1,"female",73,"m","m",760,"right000",1,760
"974","dsc","21",22,1,"female",74,"m","m",1381,"right000",1,1381
"975","dsc","21",22,1,"female",75,"m","m",969,"right000",1,969
"976","dsc","21",22,1,"female",76,"z","z",886,"wrong000",1,886
"977","dsc","21",22,1,"female",77,"z","z",1077,"wrong000",1,1077
"978","dsc","21",22,1,"female",78,"m","m",965,"right000",1,965
"979","dsc","21",22,1,"female",79,"z","z",1426,"wrong000",1,1426
"980","dsc","21",22,1,"female",80,"z","z",1036,"wrong000",1,1036
"981","dsc","21",22,1,"female",81,"m","m",1030,"right000",1,1030
"982","dsc","21",22,1,"female",82,"z","z",1296,"wrong000",1,1296
"983","dsc","21",22,1,"female",83,"m","m",1224,"right000",1,1224
"984","dsc","21",22,1,"female",84,"z","z",1771,"wrong000",1,1771
"985","dsc","21",22,1,"female",85,"z","z",1087,"wrong000",1,1087
"986","dsc","21",22,1,"female",86,"m","m",943,"right000",1,943
"987","dsc","21",22,1,"female",87,"z","z",1341,"wrong000",1,1341
"988","dsc","21",22,1,"female",88,"z","z",1283,"wrong000",1,1283
"989","dsc","21",22,1,"female",89,"m","m",651,"right000",1,651
"990","dsc","21",22,1,"female",90,"m","m",2364,"right000",1,2364
"991","dsc","22",25,1,"male",1,"m","m",2138,"right000",1,2138
"992","dsc","22",25,1,"male",2,"z","z",1976,"wrong000",1,1976
"993","dsc","22",25,1,"male",3,"m","m",1477,"right000",1,1477
"994","dsc","22",25,1,"male",4,"z","z",1870,"wrong000",1,1870
"995","dsc","22",25,1,"male",5,"m","m",1535,"right000",1,1535
"996","dsc","22",25,1,"male",6,"z","z",1421,"wrong000",1,1421
"997","dsc","22",25,1,"male",7,"z","z",2023,"wrong000",1,2023
"998","dsc","22",25,1,"male",8,"z","z",1402,"wrong000",1,1402
"999","dsc","22",25,1,"male",9,"m","m",1581,"right000",1,1581
"1000","dsc","22",25,1,"male",10,"z","z",1281,"wrong000",1,1281
"1001","dsc","22",25,1,"male",11,"m","m",1225,"right000",1,1225
"1002","dsc","22",25,1,"male",12,"m","m",1412,"right000",1,1412
"1003","dsc","22",25,1,"male",13,"m","m",990,"right000",1,990
"1004","dsc","22",25,1,"male",14,"z","z",930,"wrong000",1,930
"1005","dsc","22",25,1,"male",15,"m","m",1568,"right000",1,1568
"1006","dsc","22",25,1,"male",16,"m","m",1012,"right000",1,1012
"1007","dsc","22",25,1,"male",17,"m","m",775,"right000",1,775
"1008","dsc","22",25,1,"male",18,"z","z",1388,"wrong000",1,1388
"1009","dsc","22",25,1,"male",19,"z","z",1536,"wrong000",1,1536
"1010","dsc","22",25,1,"male",20,"z","z",886,"wrong000",1,886
"1011","dsc","22",25,1,"male",21,"z","z",733,"wrong000",1,733
"1012","dsc","22",25,1,"male",22,"z","z",1203,"wrong000",1,1203
"1013","dsc","22",25,1,"male",23,"m","m",1406,"right000",1,1406
"1014","dsc","22",25,1,"male",24,"z","z",1218,"wrong000",1,1218
"1015","dsc","22",25,1,"male",25,"z","z",1492,"wrong000",1,1492
"1016","dsc","22",25,1,"male",26,"z","z",796,"wrong000",1,796
"1017","dsc","22",25,1,"male",27,"z","z",1464,"wrong000",1,1464
"1018","dsc","22",25,1,"male",28,"m","m",1208,"right000",1,1208
"1019","dsc","22",25,1,"male",29,"m","m",748,"right000",1,748
"1020","dsc","22",25,1,"male",30,"m","m",961,"right000",1,961
"1021","dsc","22",25,1,"male",31,"m","m",822,"right000",1,822
"1022","dsc","22",25,1,"male",32,"z","z",1288,"wrong000",1,1288
"1023","dsc","22",25,1,"male",33,"z","z",1000,"wrong000",1,1000
"1024","dsc","22",25,1,"male",34,"m","m",787,"right000",1,787
"1025","dsc","22",25,1,"male",35,"z","z",751,"wrong000",1,751
"1026","dsc","22",25,1,"male",36,"z","z",844,"wrong000",1,844
"1027","dsc","22",25,1,"male",37,"z","z",646,"wrong000",1,646
"1028","dsc","22",25,1,"male",38,"z","z",759,"wrong000",1,759
"1029","dsc","22",25,1,"male",39,"m","m",909,"right000",1,909
"1030","dsc","22",25,1,"male",40,"m","m",772,"right000",1,772
"1031","dsc","22",25,1,"male",41,"m","m",1304,"right000",1,1304
"1032","dsc","22",25,1,"male",42,"z","z",759,"wrong000",1,759
"1033","dsc","22",25,1,"male",43,"m","m",1412,"right000",1,1412
"1034","dsc","22",25,1,"male",44,"z","z",768,"wrong000",1,768
"1035","dsc","22",25,1,"male",45,"z","z",732,"wrong000",1,732
"1036","dsc","22",25,1,"male",46,"z","z",1242,"wrong000",1,1242
"1037","dsc","22",25,1,"male",47,"z","z",804,"wrong000",1,804
"1038","dsc","22",25,1,"male",48,"m","m",1023,"right000",1,1023
"1039","dsc","22",25,1,"male",49,"z","z",769,"wrong000",1,769
"1040","dsc","22",25,1,"male",50,"m","m",702,"right000",1,702
"1041","dsc","22",25,1,"male",51,"m","m",989,"right000",1,989
"1042","dsc","22",25,1,"male",52,"z","z",888,"wrong000",1,888
"1043","dsc","22",25,1,"male",53,"m","z",1088,"wrong000",0,1088
"1044","dsc","22",25,1,"male",54,"z","z",1320,"wrong000",1,1320
"1045","dsc","22",25,1,"male",55,"z","z",1286,"wrong000",1,1286
"1046","dsc","22",25,1,"male",56,"m","m",1134,"right000",1,1134
"1047","dsc","22",25,1,"male",57,"m","m",987,"right000",1,987
"1048","dsc","22",25,1,"male",58,"z","z",783,"wrong000",1,783
"1049","dsc","22",25,1,"male",59,"m","m",1011,"right000",1,1011
"1050","dsc","22",25,1,"male",60,"z","z",734,"wrong000",1,734
"1051","dsc","22",25,1,"male",61,"m","m",1068,"right000",1,1068
"1052","dsc","22",25,1,"male",62,"m","m",948,"right000",1,948
"1053","dsc","22",25,1,"male",63,"z","m",769,"wrong000",0,769
"1054","dsc","22",25,1,"male",64,"m","m",1406,"right000",1,1406
"1055","dsc","22",25,1,"male",65,"m","m",1449,"right000",1,1449
"1056","dsc","22",25,1,"male",66,"m","m",762,"right000",1,762
"1057","dsc","22",25,1,"male",67,"m","m",743,"right000",1,743
"1058","dsc","22",25,1,"male",68,"z","z",861,"wrong000",1,861
"1059","dsc","22",25,1,"male",69,"m","m",1606,"right000",1,1606
"1060","dsc","22",25,1,"male",70,"z","z",1306,"wrong000",1,1306
"1061","dsc","22",25,1,"male",71,"m","m",1921,"right000",1,1921
"1062","dsc","22",25,1,"male",72,"z","z",1016,"wrong000",1,1016
"1063","dsc","22",25,1,"male",73,"z","z",1426,"wrong000",1,1426
"1064","dsc","22",25,1,"male",74,"z","z",1477,"wrong000",1,1477
"1065","dsc","22",25,1,"male",75,"z","z",749,"wrong000",1,749
"1066","dsc","22",25,1,"male",76,"m","m",1058,"right000",1,1058
"1067","dsc","22",25,1,"male",77,"m","m",1107,"right000",1,1107
"1068","dsc","22",25,1,"male",78,"z","z",739,"wrong000",1,739
"1069","dsc","22",25,1,"male",79,"m","m",656,"right000",1,656
"1070","dsc","22",25,1,"male",80,"z","z",745,"wrong000",1,745
"1071","dsc","22",25,1,"male",81,"m","m",783,"right000",1,783
"1072","dsc","22",25,1,"male",82,"z","z",619,"wrong000",1,619
"1073","dsc","22",25,1,"male",83,"m","m",1197,"right000",1,1197
"1074","dsc","22",25,1,"male",84,"m","m",792,"right000",1,792
"1075","dsc","22",25,1,"male",85,"m","m",644,"right000",1,644
"1076","dsc","22",25,1,"male",86,"m","m",750,"right000",1,750
"1077","dsc","22",25,1,"male",87,"z","z",955,"wrong000",1,955
"1078","dsc","22",25,1,"male",88,"m","m",968,"right000",1,968
"1079","dsc","22",25,1,"male",89,"m","m",1100,"right000",1,1100
"1080","dsc","22",25,1,"male",90,"m","m",1172,"right000",1,1172
"1081","dsc","23",23,1,"female",1,"z","m",984,"wrong000",0,984
"1082","dsc","23",23,1,"female",2,"m","m",1124,"right000",1,1124
"1083","dsc","23",23,1,"female",3,"z","z",1602,"wrong000",1,1602
"1084","dsc","23",23,1,"female",4,"z","z",1445,"wrong000",1,1445
"1085","dsc","23",23,1,"female",5,"m","m",991,"right000",1,991
"1086","dsc","23",23,1,"female",6,"m","m",1347,"right000",1,1347
"1087","dsc","23",23,1,"female",7,"z","z",1537,"wrong000",1,1537
"1088","dsc","23",23,1,"female",8,"m","m",911,"right000",1,911
"1089","dsc","23",23,1,"female",9,"z","z",1406,"wrong000",1,1406
"1090","dsc","23",23,1,"female",10,"m","m",913,"right000",1,913
"1091","dsc","23",23,1,"female",11,"z","z",1447,"wrong000",1,1447
"1092","dsc","23",23,1,"female",12,"z","z",976,"wrong000",1,976
"1093","dsc","23",23,1,"female",13,"m","m",1141,"right000",1,1141
"1094","dsc","23",23,1,"female",14,"z","z",1147,"wrong000",1,1147
"1095","dsc","23",23,1,"female",15,"m","m",840,"right000",1,840
"1096","dsc","23",23,1,"female",16,"m","m",1434,"right000",1,1434
"1097","dsc","23",23,1,"female",17,"m","m",772,"right000",1,772
"1098","dsc","23",23,1,"female",18,"m","m",1056,"right000",1,1056
"1099","dsc","23",23,1,"female",19,"m","m",833,"right000",1,833
"1100","dsc","23",23,1,"female",20,"z","z",1475,"wrong000",1,1475
"1101","dsc","23",23,1,"female",21,"z","z",1764,"wrong000",1,1764
"1102","dsc","23",23,1,"female",22,"z","z",968,"wrong000",1,968
"1103","dsc","23",23,1,"female",23,"z","z",1005,"wrong000",1,1005
"1104","dsc","23",23,1,"female",24,"m","m",696,"right000",1,696
"1105","dsc","23",23,1,"female",25,"m","m",928,"right000",1,928
"1106","dsc","23",23,1,"female",26,"z","z",1302,"wrong000",1,1302
"1107","dsc","23",23,1,"female",27,"z","z",1141,"wrong000",1,1141
"1108","dsc","23",23,1,"female",28,"m","m",867,"right000",1,867
"1109","dsc","23",23,1,"female",29,"z","z",1156,"wrong000",1,1156
"1110","dsc","23",23,1,"female",30,"z","z",897,"wrong000",1,897
"1111","dsc","23",23,1,"female",31,"m","m",1185,"right000",1,1185
"1112","dsc","23",23,1,"female",32,"m","m",972,"right000",1,972
"1113","dsc","23",23,1,"female",33,"z","z",1361,"wrong000",1,1361
"1114","dsc","23",23,1,"female",34,"m","m",1038,"right000",1,1038
"1115","dsc","23",23,1,"female",35,"z","z",1016,"wrong000",1,1016
"1116","dsc","23",23,1,"female",36,"z","z",938,"wrong000",1,938
"1117","dsc","23",23,1,"female",37,"z","z",984,"wrong000",1,984
"1118","dsc","23",23,1,"female",38,"m","m",1252,"right000",1,1252
"1119","dsc","23",23,1,"female",39,"m","m",989,"right000",1,989
"1120","dsc","23",23,1,"female",40,"m","m",1033,"right000",1,1033
"1121","dsc","23",23,1,"female",41,"m","m",1227,"right000",1,1227
"1122","dsc","23",23,1,"female",42,"z","z",741,"wrong000",1,741
"1123","dsc","23",23,1,"female",43,"z","z",1066,"wrong000",1,1066
"1124","dsc","23",23,1,"female",44,"z","z",1020,"wrong000",1,1020
"1125","dsc","23",23,1,"female",45,"m","m",837,"right000",1,837
"1126","dsc","23",23,1,"female",46,"m","m",1343,"right000",1,1343
"1127","dsc","23",23,1,"female",47,"m","m",909,"right000",1,909
"1128","dsc","23",23,1,"female",48,"z","z",852,"wrong000",1,852
"1129","dsc","23",23,1,"female",49,"z","z",949,"wrong000",1,949
"1130","dsc","23",23,1,"female",50,"m","m",1114,"right000",1,1114
"1131","dsc","23",23,1,"female",51,"z","z",1217,"wrong000",1,1217
"1132","dsc","23",23,1,"female",52,"z","z",1011,"wrong000",1,1011
"1133","dsc","23",23,1,"female",53,"m","m",918,"right000",1,918
"1134","dsc","23",23,1,"female",54,"m","m",741,"right000",1,741
"1135","dsc","23",23,1,"female",55,"z","z",739,"wrong000",1,739
"1136","dsc","23",23,1,"female",56,"m","m",824,"right000",1,824
"1137","dsc","23",23,1,"female",57,"m","m",1027,"right000",1,1027
"1138","dsc","23",23,1,"female",58,"z","z",845,"wrong000",1,845
"1139","dsc","23",23,1,"female",59,"z","z",703,"wrong000",1,703
"1140","dsc","23",23,1,"female",60,"m","m",822,"right000",1,822
"1141","dsc","23",23,1,"female",61,"m","m",1192,"right000",1,1192
"1142","dsc","23",23,1,"female",62,"m","m",700,"right000",1,700
"1143","dsc","23",23,1,"female",63,"m","m",939,"right000",1,939
"1144","dsc","23",23,1,"female",64,"z","z",1305,"wrong000",1,1305
"1145","dsc","23",23,1,"female",65,"m","m",800,"right000",1,800
"1146","dsc","23",23,1,"female",66,"m","m",988,"right000",1,988
"1147","dsc","23",23,1,"female",67,"z","z",879,"wrong000",1,879
"1148","dsc","23",23,1,"female",68,"m","z",1128,"wrong000",0,1128
"1149","dsc","23",23,1,"female",69,"m","m",846,"right000",1,846
"1150","dsc","23",23,1,"female",70,"z","z",880,"wrong000",1,880
"1151","dsc","23",23,1,"female",71,"z","z",1864,"wrong000",1,1864
"1152","dsc","23",23,1,"female",72,"z","z",905,"wrong000",1,905
"1153","dsc","23",23,1,"female",73,"m","m",904,"right000",1,904
"1154","dsc","23",23,1,"female",74,"z","z",839,"wrong000",1,839
"1155","dsc","23",23,1,"female",75,"m","m",913,"right000",1,913
"1156","dsc","23",23,1,"female",76,"m","m",704,"right000",1,704
"1157","dsc","23",23,1,"female",77,"z","z",895,"wrong000",1,895
"1158","dsc","23",23,1,"female",78,"z","z",1183,"wrong000",1,1183
"1159","dsc","23",23,1,"female",79,"z","z",850,"wrong000",1,850
"1160","dsc","23",23,1,"female",80,"m","z",1219,"right000",0,1219
"1161","dsc","23",23,1,"female",81,"m","m",678,"right000",1,678
"1162","dsc","23",23,1,"female",82,"z","z",1094,"wrong000",1,1094
"1163","dsc","23",23,1,"female",83,"z","z",798,"wrong000",1,798
"1164","dsc","23",23,1,"female",84,"z","z",897,"wrong000",1,897
"1165","dsc","23",23,1,"female",85,"z","z",776,"wrong000",1,776
"1166","dsc","23",23,1,"female",86,"m","m",901,"right000",1,901
"1167","dsc","23",23,1,"female",87,"m","m",772,"right000",1,772
"1168","dsc","23",23,1,"female",88,"m","m",1384,"right000",1,1384
"1169","dsc","23",23,1,"female",89,"z","z",796,"wrong000",1,796
"1170","dsc","23",23,1,"female",90,"m","m",1152,"right000",1,1152
"1171","dsc","24",25,1,"female",1,"z","z",2005,"wrong000",1,2005
"1172","dsc","24",25,1,"female",2,"m","m",1711,"right000",1,1711
"1173","dsc","24",25,1,"female",3,"z","z",1215,"wrong000",1,1215
"1174","dsc","24",25,1,"female",4,"m","m",1009,"right000",1,1009
"1175","dsc","24",25,1,"female",5,"m","m",1100,"right000",1,1100
"1176","dsc","24",25,1,"female",6,"z","z",1219,"wrong000",1,1219
"1177","dsc","24",25,1,"female",7,"m","m",1222,"right000",1,1222
"1178","dsc","24",25,1,"female",8,"z","z",920,"wrong000",1,920
"1179","dsc","24",25,1,"female",9,"z","z",1119,"wrong000",1,1119
"1180","dsc","24",25,1,"female",10,"z","z",885,"wrong000",1,885
"1181","dsc","24",25,1,"female",11,"z","z",1021,"wrong000",1,1021
"1182","dsc","24",25,1,"female",12,"z","z",1872,"wrong000",1,1872
"1183","dsc","24",25,1,"female",13,"z","z",1240,"wrong000",1,1240
"1184","dsc","24",25,1,"female",14,"m","m",1090,"right000",1,1090
"1185","dsc","24",25,1,"female",15,"z","z",1202,"wrong000",1,1202
"1186","dsc","24",25,1,"female",16,"z","z",1229,"wrong000",1,1229
"1187","dsc","24",25,1,"female",17,"m","m",784,"right000",1,784
"1188","dsc","24",25,1,"female",18,"m","m",1604,"right000",1,1604
"1189","dsc","24",25,1,"female",19,"z","z",879,"wrong000",1,879
"1190","dsc","24",25,1,"female",20,"m","m",1151,"right000",1,1151
"1191","dsc","24",25,1,"female",21,"m","z",1604,"wrong000",0,1604
"1192","dsc","24",25,1,"female",22,"m","m",1448,"right000",1,1448
"1193","dsc","24",25,1,"female",23,"m","m",1097,"right000",1,1097
"1194","dsc","24",25,1,"female",24,"m","m",816,"right000",1,816
"1195","dsc","24",25,1,"female",25,"m","m",923,"right000",1,923
"1196","dsc","24",25,1,"female",26,"m","m",801,"right000",1,801
"1197","dsc","24",25,1,"female",27,"z","z",908,"wrong000",1,908
"1198","dsc","24",25,1,"female",28,"m","m",923,"right000",1,923
"1199","dsc","24",25,1,"female",29,"m","m",1394,"right000",1,1394
"1200","dsc","24",25,1,"female",30,"z","z",902,"wrong000",1,902
"1201","dsc","24",25,1,"female",31,"z","m",989,"wrong000",0,989
"1202","dsc","24",25,1,"female",32,"z","z",1777,"wrong000",1,1777
"1203","dsc","24",25,1,"female",33,"z","z",989,"wrong000",1,989
"1204","dsc","24",25,1,"female",34,"z","z",1689,"wrong000",1,1689
"1205","dsc","24",25,1,"female",35,"m","m",1289,"right000",1,1289
"1206","dsc","24",25,1,"female",36,"m","m",817,"right000",1,817
"1207","dsc","24",25,1,"female",37,"z","z",835,"wrong000",1,835
"1208","dsc","24",25,1,"female",38,"m","m",1469,"right000",1,1469
"1209","dsc","24",25,1,"female",39,"z","z",1718,"wrong000",1,1718
"1210","dsc","24",25,1,"female",40,"m","m",1108,"right000",1,1108
"1211","dsc","24",25,1,"female",41,"z","z",1580,"wrong000",1,1580
"1212","dsc","24",25,1,"female",42,"z","z",888,"wrong000",1,888
"1213","dsc","24",25,1,"female",43,"m","m",1032,"right000",1,1032
"1214","dsc","24",25,1,"female",44,"m","m",1122,"right000",1,1122
"1215","dsc","24",25,1,"female",45,"m","m",880,"right000",1,880
"1216","dsc","24",25,1,"female",46,"m","m",1040,"right000",1,1040
"1217","dsc","24",25,1,"female",47,"z","z",898,"wrong000",1,898
"1218","dsc","24",25,1,"female",48,"m","m",1521,"right000",1,1521
"1219","dsc","24",25,1,"female",49,"m","m",944,"right000",1,944
"1220","dsc","24",25,1,"female",50,"m","m",1149,"right000",1,1149
"1221","dsc","24",25,1,"female",51,"z","z",1107,"wrong000",1,1107
"1222","dsc","24",25,1,"female",52,"m","m",1154,"right000",1,1154
"1223","dsc","24",25,1,"female",53,"z","z",1663,"wrong000",1,1663
"1224","dsc","24",25,1,"female",54,"m","m",800,"right000",1,800
"1225","dsc","24",25,1,"female",55,"m","m",850,"right000",1,850
"1226","dsc","24",25,1,"female",56,"m","m",731,"right000",1,731
"1227","dsc","24",25,1,"female",57,"m","m",905,"right000",1,905
"1228","dsc","24",25,1,"female",58,"z","z",968,"wrong000",1,968
"1229","dsc","24",25,1,"female",59,"z","z",1573,"wrong000",1,1573
"1230","dsc","24",25,1,"female",60,"m","m",1337,"right000",1,1337
"1231","dsc","24",25,1,"female",61,"m","m",903,"right000",1,903
"1232","dsc","24",25,1,"female",62,"z","z",1254,"wrong000",1,1254
"1233","dsc","24",25,1,"female",63,"m","m",1904,"right000",1,1904
"1234","dsc","24",25,1,"female",64,"z","z",1271,"wrong000",1,1271
"1235","dsc","24",25,1,"female",65,"m","m",968,"right000",1,968
"1236","dsc","24",25,1,"female",66,"m","m",1244,"right000",1,1244
"1237","dsc","24",25,1,"female",67,"z","z",1158,"wrong000",1,1158
"1238","dsc","24",25,1,"female",68,"z","z",907,"wrong000",1,907
"1239","dsc","24",25,1,"female",69,"m","m",1450,"right000",1,1450
